,name,description,member
1183581,TAF3,PNKD,colon
1183582,TAF3,TMBIM1,colon
1183583,TAF3,MIR6513,colon
1183585,TAF3,CATIP-AS2,colon
1183586,TAF3,CATIP,colon
1183587,TAF3,CATIP-AS1,colon
1183588,TAF3,BCS1L,colon
1183589,TAF3,ZNF142,colon
1183590,TAF3,RNF25,colon
1183591,TAF3,STK36,colon
1183592,TAF3,TTLL4,colon
1183593,TAF3,NHEJ1,colon
1183594,TAF3,SLC23A3,colon
1183595,TAF3,FAM134A,colon
1183596,TAF3,CNPPD1,colon
1183597,TAF3,ZFAND2B,colon
1183598,TAF3,ABCB6,colon
1183599,TAF3,ATG9A,colon
1183600,TAF3,AC068946.1,colon
1183601,TAF3,ANKZF1,colon
1183602,TAF3,GLB1L,colon
1183603,TAF3,STK16,colon
1183604,TAF3,TUBA4A,colon
1183605,TAF3,TUBA4B,colon
1183606,TAF3,DNAJB2,colon
1183607,TAF3,PTPRN,colon
1183608,TAF3,MIR153-1,colon
1183609,TAF3,AC114803.3,colon
1183610,TAF3,MIR3132,colon
1183611,TAF3,OBSL1,colon
1183612,TAF3,RP11-256I23.2,colon
1183613,TAF3,STK11IP,colon
1183614,TAF3,AC009955.8,colon
1183615,TAF3,SLC4A3,colon
1183616,TAF3,AC009502.1,colon
1183617,TAF3,AC009502.4,colon
1183618,TAF3,RPL23P4,colon
1183619,TAF3,FARSB,colon
1183620,TAF3,AP1S3,colon
1183621,TAF3,WDFY1,colon
1183622,TAF3,CUL3,colon
1183623,TAF3,COL4A3,colon
1183624,TAF3,MFF,colon
1183625,TAF3,AC097662.2,colon
1183626,TAF3,C2orf72,colon
1183627,TAF3,RP11-223I10.1,colon
1183628,TAF3,PSMD1,colon
1183630,TAF3,PTMA,colon
1183631,TAF3,U4,colon
1183632,TAF3,PDE6D,colon
1183633,TAF3,COPS7B,colon
1183635,TAF3,GIGYF2,colon
1183636,TAF3,MLPH,colon
1183637,TAF3,LRRFIP1,colon
1183638,TAF3,RAMP1,colon
1183639,TAF3,SNORD39,colon
1183640,TAF3,UBE2F,colon
1183641,TAF3,SCLY,colon
1183642,TAF3,FAM132B,colon
1183643,TAF3,ILKAP,colon
1183644,TAF3,AC016757.3,colon
1183645,TAF3,AC096574.4,colon
1183646,TAF3,HES6,colon
1183647,TAF3,PER2,colon
1183649,TAF3,TRAF3IP1,colon
1183650,TAF3,HDAC4,colon
1183651,TAF3,AC062017.1,colon
1183652,TAF3,ANKMY1,colon
1183653,TAF3,DUSP28,colon
1183654,TAF3,RNPEPL1,colon
1183655,TAF3,CAPN10-AS1,colon
1183656,TAF3,CAPN10,colon
1183657,TAF3,ATG4B,colon
1183658,TAF3,DTYMK,colon
1183659,TAF3,AC133528.2,colon
1183660,TAF3,ING5,colon
1183661,TAF3,D2HGDH,colon
1183662,TAF3,AC114730.8,colon
1183663,TAF3,ERI1,colon
1183664,TAF3,FDFT1,colon
1183665,TAF3,RP11-589N15.2,colon
1183666,TAF3,CTSB,colon
1183667,TAF3,RP11-589N15.1,colon
1183668,TAF3,SH2D4A,colon
1183669,TAF3,DOK2,colon
1183670,TAF3,XPO7,colon
1183672,TAF3,DMTN,colon
1183673,TAF3,FAM160B2,colon
1183674,TAF3,NUDT18,colon
1183675,TAF3,HR,colon
1183676,TAF3,SORBS3,colon
1183677,TAF3,RP11-582J16.3,colon
1183678,TAF3,PDLIM2,colon
1183679,TAF3,AC037459.4,colon
1183680,TAF3,C8orf58,colon
1183681,TAF3,CCAR2,colon
1183682,TAF3,BIN3,colon
1183683,TAF3,CTD-3247F14.2,colon
1183684,TAF3,RP11-459E5.1,colon
1183685,TAF3,EGR3,colon
1183686,TAF3,RHOBTB2,colon
1183687,TAF3,PEBP4,colon
1183688,TAF3,RP11-875O11.2,colon
1183689,TAF3,TNFRSF10B,colon
1183690,TAF3,RP11-875O11.3,colon
1183691,TAF3,TNFRSF10C,colon
1183692,TAF3,TNFRSF10D,colon
1183694,TAF3,RP11-1149O23.3,colon
1183695,TAF3,TNFRSF10A,colon
1183696,TAF3,SLC25A37,colon
1183697,TAF3,PPP2R2A,colon
1183698,TAF3,TRIM35,colon
1183699,TAF3,PTK2B,colon
1183700,TAF3,PBK,colon
1183701,TAF3,RP11-1149M3.2,colon
1183702,TAF3,ZNF395,colon
1183703,TAF3,RNU6-178P,colon
1183705,TAF3,FZD3,colon
1183706,TAF3,EXTL3,colon
1183707,TAF3,DUSP4,colon
1183709,TAF3,RP11-486M23.1,colon
1183710,TAF3,PURG,colon
1183711,TAF3,WRN,colon
1183712,TAF3,GPR124,colon
1183713,TAF3,RAB11FIP1,colon
1183714,TAF3,EIF4EBP1,colon
1183715,TAF3,WHSC1L1,colon
1183716,TAF3,RP11-350N15.5,colon
1183717,TAF3,LETM2,colon
1183718,TAF3,RP11-350N15.3,colon
1183719,TAF3,FGFR1,colon
1183720,TAF3,ANK1,colon
1183721,TAF3,Y_RNA,colon
1183722,TAF3,RP11-930P14.2,colon
1183723,TAF3,RP11-589C21.5,colon
1183724,TAF3,AP3M2,colon
1183725,TAF3,PLAT,colon
1183726,TAF3,SPIDR,colon
1183727,TAF3,LYPLA1,colon
1183729,TAF3,MRPL15,colon
1183730,TAF3,SNORD54,colon
1183731,TAF3,RPS20,colon
1183732,TAF3,CTA-397H3.3,colon
1183733,TAF3,NSMAF,colon
1183734,TAF3,ASPH,colon
1183735,TAF3,MIR4470,colon
1183736,TAF3,AC084082.3,colon
1183737,TAF3,TRIM55,colon
1183738,TAF3,TCEB1,colon
1183739,TAF3,TMEM70,colon
1183740,TAF3,RPS20P21,colon
1183741,TAF3,RP11-367E12.4,colon
1183742,TAF3,PEX2,colon
1183743,TAF3,TPD52,colon
1183745,TAF3,RMDN1,colon
1183746,TAF3,CPNE3,colon
1183747,TAF3,NBN,colon
1183748,TAF3,DECR1,colon
1183749,TAF3,MIR378D2,colon
1183750,TAF3,MIR378D2,colon
1183751,TAF3,PDP1,colon
1183752,TAF3,GEM,colon
1183753,TAF3,NDUFAF6,colon
1183754,TAF3,C8orf37-AS1,colon
1183755,TAF3,C8orf37,colon
1183756,TAF3,MATN2,colon
1183758,TAF3,SNORA72,colon
1183759,TAF3,RPL30,colon
1183760,TAF3,RNU6-703P,colon
1183761,TAF3,ERICH5,colon
1183762,TAF3,NIPAL2,colon
1183763,TAF3,RNF19A,colon
1183764,TAF3,YWHAZ,colon
1183765,TAF3,KB-1460A1.1,colon
1183766,TAF3,KLF10,colon
1183767,TAF3,KB-1732A1.1,colon
1183768,TAF3,AZIN1,colon
1183769,TAF3,EXT1,colon
1183770,TAF3,TAF2,colon
1183772,TAF3,DSCC1,colon
1183773,TAF3,RN7SL396P,colon
1183774,TAF3,DEPTOR,colon
1183775,TAF3,KB-1471A8.1,colon
1183776,TAF3,TRIB1,colon
1183777,TAF3,FAM84B,colon
1183779,TAF3,RP11-89K10.1,colon
1183780,TAF3,ASAP1,colon
1183781,TAF3,NDRG1,colon
1183782,TAF3,ZFAT,colon
1183783,TAF3,AC083843.2,colon
1183784,TAF3,TRAPPC9,colon
1183785,TAF3,CHRAC1,colon
1183786,TAF3,AGO2,colon
1183787,TAF3,RP11-642A1.3,colon
1183788,TAF3,PTK2,colon
1183789,TAF3,DENND3,colon
1183790,TAF3,RP11-809O17.1,colon
1183791,TAF3,GPR20,colon
1183792,TAF3,PTP4A3,colon
1183793,TAF3,CTD-3064M3.4,colon
1183794,TAF3,ARC,colon
1183795,TAF3,AP006547.3,colon
1183796,TAF3,CTD-2292P10.4,colon
1183797,TAF3,THEM6,colon
1183798,TAF3,CTD-2292P10.2,colon
1183800,TAF3,LYNX1,colon
1183801,TAF3,RP11-273G15.2,colon
1183802,TAF3,LY6E,colon
1183803,TAF3,ZFP41,colon
1183804,TAF3,ZFP41,colon
1183805,TAF3,GLI4,colon
1183806,TAF3,RP13-582O9.5,colon
1183807,TAF3,ZNF696,colon
1183808,TAF3,RP13-582O9.7,colon
1183809,TAF3,TOP1MT,colon
1183810,TAF3,ZC3H3,colon
1183811,TAF3,RP11-661A12.4,colon
1183812,TAF3,7SK,colon
1183813,TAF3,RP11-661A12.5,colon
1183814,TAF3,GSDMD,colon
1183815,TAF3,MROH6,colon
1183816,TAF3,RP11-661A12.9,colon
1183817,TAF3,NAPRT,colon
1183818,TAF3,RP11-661A12.8,colon
1183819,TAF3,RP11-661A12.7,colon
1183820,TAF3,EEF1D,colon
1183821,TAF3,TIGD5,colon
1183822,TAF3,PYCRL,colon
1183823,TAF3,TSTA3,colon
1183824,TAF3,RP11-661A12.12,colon
1183825,TAF3,ZNF623,colon
1183826,TAF3,MIR937,colon
1183827,TAF3,SCRIB,colon
1183828,TAF3,PUF60,colon
1183829,TAF3,RP11-299M14.2,colon
1183830,TAF3,NRBP2,colon
1183831,TAF3,MIR6845,colon
1183832,TAF3,AC234917.1,colon
1183833,TAF3,EPPK1,colon
1183834,TAF3,PLEC,colon
1183835,TAF3,MIR661,colon
1183836,TAF3,PARP10,colon
1183837,TAF3,GRINA,colon
1183838,TAF3,OPLAH,colon
1183839,TAF3,MIR6846,colon
1183840,TAF3,EXOSC4,colon
1183841,TAF3,CTD-3065J16.9,colon
1183842,TAF3,MIR6847,colon
1183843,TAF3,GPAA1,colon
1183844,TAF3,CYC1,colon
1183845,TAF3,SHARPIN,colon
1183846,TAF3,MAF1,colon
1183847,TAF3,KIAA1875,colon
1183848,TAF3,BOP1,colon
1183849,TAF3,HSF1,colon
1183850,TAF3,DGAT1,colon
1183852,TAF3,MIR6848,colon
1183853,TAF3,SCRT1,colon
1183854,TAF3,TMEM249,colon
1183855,TAF3,SLC52A2,colon
1183856,TAF3,FBXL6,colon
1183857,TAF3,ADCK5,colon
1183859,TAF3,CPSF1,colon
1183860,TAF3,MIR1234,colon
1183861,TAF3,MIR6849,colon
1183862,TAF3,GS1-393G12.14,colon
1183863,TAF3,SLC39A4,colon
1183864,TAF3,VPS28,colon
1183865,TAF3,MIR6893,colon
1183866,TAF3,AC084125.4,colon
1183867,TAF3,TONSL,colon
1183868,TAF3,CYHR1,colon
1183869,TAF3,CTD-2517M22.16,colon
1183870,TAF3,KIFC2,colon
1183871,TAF3,FOXH1,colon
1183872,TAF3,PPP1R16A,colon
1183873,TAF3,CTD-2517M22.14,colon
1183875,TAF3,MFSD3,colon
1183876,TAF3,RECQL4,colon
1183877,TAF3,CTD-2517M22.17,colon
1183878,TAF3,LRRC14,colon
1183879,TAF3,LRRC24,colon
1183880,TAF3,C8orf82,colon
1183881,TAF3,ZNF251,colon
1183882,TAF3,ZNF34,colon
1183884,TAF3,RPL8,colon
1183885,TAF3,MIR6850,colon
1183886,TAF3,ZNF517,colon
1183887,TAF3,BHLHE40,colon
1183888,TAF3,BHLHE40-AS1,colon
1183889,TAF3,RAD18,colon
1183890,TAF3,SRGAP3,colon
1183891,TAF3,BRPF1,colon
1183892,TAF3,OGG1,colon
1183893,TAF3,CAMK1,colon
1183894,TAF3,TADA3,colon
1183895,TAF3,ARPC4,colon
1183896,TAF3,ARPC4-TTLL3,colon
1183897,TAF3,TTLL3,colon
1183899,TAF3,RPUSD3,colon
1183900,TAF3,JAGN1,colon
1183901,TAF3,IL17RE,colon
1183902,TAF3,IL17RC,colon
1183904,TAF3,CRELD1,colon
1183905,TAF3,RP11-1020A11.1,colon
1183906,TAF3,PRRT3-AS1,colon
1183907,TAF3,PRRT3,colon
1183908,TAF3,HRH1,colon
1183909,TAF3,VGLL4,colon
1183910,TAF3,TSEN2,colon
1183911,TAF3,TMEM40,colon
1183912,TAF3,CAND2,colon
1183913,TAF3,SNORA7A,colon
1183914,TAF3,RPL32,colon
1183917,TAF3,HDAC11,colon
1183918,TAF3,HDAC11-AS1,colon
1183919,TAF3,SH3BP5,colon
1183920,TAF3,HACL1,colon
1183921,TAF3,BTD,colon
1183922,TAF3,ANKRD28,colon
1183923,TAF3,RPL15,colon
1183924,TAF3,NKIRAS1,colon
1183925,TAF3,NR1D2,colon
1183926,TAF3,THRB-AS1,colon
1183927,TAF3,THRB,colon
1183929,TAF3,NGLY1,colon
1183930,TAF3,OXSM,colon
1183931,TAF3,ITGA9-AS1,colon
1183932,TAF3,CTDSPL,colon
1183933,TAF3,XYLB,colon
1183934,TAF3,GORASP1,colon
1183935,TAF3,TTC21A,colon
1183936,TAF3,CSRNP1,colon
1183937,TAF3,Metazoa_SRP,colon
1183938,TAF3,ZNF619,colon
1183939,TAF3,RNU5B-2P,colon
1183940,TAF3,ZNF620,colon
1183941,TAF3,ZNF621,colon
1183942,TAF3,TRAK1,colon
1183943,TAF3,NKTR,colon
1183944,TAF3,ZBTB47,colon
1183945,TAF3,RP4-613B23.1,colon
1183946,TAF3,ZNF445,colon
1183947,TAF3,ZNF852,colon
1183949,TAF3,LIMD1,colon
1183950,TAF3,FYCO1,colon
1183951,TAF3,SMARCC1,colon
1183952,TAF3,DHX30,colon
1183954,TAF3,MAP4,colon
1183955,TAF3,CDC25A,colon
1183956,TAF3,ZNF589,colon
1183957,TAF3,PLXNB1,colon
1183958,TAF3,CCDC51,colon
1183959,TAF3,TMA7,colon
1183960,TAF3,RP11-24C3.2,colon
1183961,TAF3,ATRIP,colon
1183962,TAF3,TREX1,colon
1183963,TAF3,SHISA5,colon
1183965,TAF3,PFKFB4,colon
1183966,TAF3,MIR6823,colon
1183969,TAF3,UQCRC1,colon
1183970,TAF3,SLC26A6,colon
1183971,TAF3,MIR6824,colon
1183972,TAF3,CELSR3,colon
1183973,TAF3,CELSR3-AS1,colon
1183974,TAF3,RP11-572O6.1,colon
1183975,TAF3,NCKIPSD,colon
1183976,TAF3,IP6K2,colon
1183977,TAF3,PRKAR2A-AS1,colon
1183978,TAF3,PRKAR2A,colon
1183979,TAF3,ARIH2,colon
1183980,TAF3,RP13-131K19.1,colon
1183981,TAF3,RP13-131K19.7,colon
1183982,TAF3,P4HTM,colon
1183983,TAF3,RP13-131K19.2,colon
1183984,TAF3,WDR6,colon
1183985,TAF3,DALRD3,colon
1183986,TAF3,MIR425,colon
1183987,TAF3,NDUFAF3,colon
1183988,TAF3,MIR191,colon
1183989,TAF3,IMPDH2,colon
1183990,TAF3,RP13-131K19.6,colon
1183991,TAF3,QRICH1,colon
1183992,TAF3,QARS,colon
1183993,TAF3,MIR6890,colon
1183994,TAF3,USP19,colon
1183995,TAF3,LAMB2,colon
1183996,TAF3,AMT,colon
1183998,TAF3,NICN1,colon
1183999,TAF3,RNA5SP130,colon
1184000,TAF3,DAG1,colon
1184001,TAF3,BSN-AS2,colon
1184002,TAF3,BSN,colon
1184003,TAF3,APEH,colon
1184004,TAF3,AC099668.5,colon
1184005,TAF3,MST1,colon
1184006,TAF3,RNF123,colon
1184007,TAF3,AMIGO3,colon
1184008,TAF3,GMPPB,colon
1184009,TAF3,IP6K1,colon
1184010,TAF3,CDHR4,colon
1184011,TAF3,FAM212A,colon
1184014,TAF3,TRAIP,colon
1184015,TAF3,MST1R,colon
1184016,TAF3,CTD-2330K9.2,colon
1184017,TAF3,CTD-2330K9.3,colon
1184018,TAF3,MON1A,colon
1184019,TAF3,RBM6,colon
1184020,TAF3,SEMA3F,colon
1184021,TAF3,SLC38A3,colon
1184022,TAF3,GNAI2,colon
1184023,TAF3,MIR5787,colon
1184024,TAF3,XXcos-LUCA16.1,colon
1184025,TAF3,U73166.2,colon
1184026,TAF3,SEMA3B-AS1,colon
1184027,TAF3,SEMA3B,colon
1184028,TAF3,MIR6872,colon
1184029,TAF3,LSMEM2,colon
1184030,TAF3,IFRD2,colon
1184031,TAF3,HYAL3,colon
1184032,TAF3,NAT6,colon
1184033,TAF3,HYAL1,colon
1184034,TAF3,HYAL2,colon
1184035,TAF3,TUSC2,colon
1184036,TAF3,RASSF1,colon
1184037,TAF3,ZMYND10-AS1,colon
1184038,TAF3,ZMYND10,colon
1184039,TAF3,NPRL2,colon
1184040,TAF3,CYB561D2,colon
1184041,TAF3,XXcos-LUCA11.5,colon
1184042,TAF3,TMEM115,colon
1184043,TAF3,CYB561D2,colon
1184044,TAF3,CACNA2D2,colon
1184045,TAF3,C3orf18,colon
1184046,TAF3,HEMK1,colon
1184048,TAF3,MAPKAPK3,colon
1184049,TAF3,CISH,colon
1184050,TAF3,VPRBP,colon
1184051,TAF3,RAD54L2,colon
1184052,TAF3,RRP9,colon
1184053,TAF3,PARP3,colon
1184056,TAF3,PCBP4,colon
1184057,TAF3,ABHD14A,colon
1184058,TAF3,RP11-155D18.12,colon
1184059,TAF3,ABHD14B,colon
1184060,TAF3,ABHD14A-ACY1,colon
1184061,TAF3,ACY1,colon
1184062,TAF3,RPL29,colon
1184063,TAF3,DUSP7,colon
1184064,TAF3,ALAS1,colon
1184065,TAF3,TWF2,colon
1184066,TAF3,RP5-1157M23.2,colon
1184067,TAF3,PPM1M,colon
1184068,TAF3,WDR82,colon
1184069,TAF3,MIRLET7G,colon
1184070,TAF3,GLYCTK,colon
1184072,TAF3,BAP1,colon
1184073,TAF3,PHF7,colon
1184074,TAF3,SEMA3G,colon
1184075,TAF3,TNNC1,colon
1184076,TAF3,NISCH,colon
1184078,TAF3,NEK4,colon
1184079,TAF3,RFT1,colon
1184080,TAF3,PRKCD,colon
1184081,TAF3,TKT,colon
1184082,TAF3,DCP1A,colon
1184083,TAF3,ARHGEF3,colon
1184084,TAF3,SPATA12,colon
1184085,TAF3,RP11-157F20.3,colon
1184086,TAF3,ABHD6,colon
1184087,TAF3,RPP14,colon
1184088,TAF3,RPP14,colon
1184090,TAF3,PXK,colon
1184091,TAF3,CTD-2013N24.2,colon
1184092,TAF3,MIR3136,colon
1184093,TAF3,TMF1,colon
1184094,TAF3,UBA3,colon
1184095,TAF3,ARL6IP5,colon
1184096,TAF3,DCBLD2,colon
1184097,TAF3,CTD-2021J15.1,colon
1184098,TAF3,RNU6-1263P,colon
1184099,TAF3,TBC1D23,colon
1184100,TAF3,NIT2,colon
1184101,TAF3,TOMM70A,colon
1184103,TAF3,ZBTB11-AS1,colon
1184104,TAF3,ZBTB11,colon
1184105,TAF3,RPL24,colon
1184106,TAF3,CEP97,colon
1184107,TAF3,SLC9C1,colon
1184108,TAF3,RP11-326J18.1,colon
1184109,TAF3,B4GALT4,colon
1184110,TAF3,ARHGAP31,colon
1184111,TAF3,RPS26P21,colon
1184112,TAF3,ARHGAP31-AS1,colon
1184114,TAF3,GSK3B,colon
1184115,TAF3,RP11-18H7.1,colon
1184116,TAF3,NDUFB4,colon
1184117,TAF3,PDIA5,colon
1184118,TAF3,PTPLB,colon
1184119,TAF3,MYLK-AS1,colon
1184120,TAF3,MYLK,colon
1184121,TAF3,ZXDC,colon
1184122,TAF3,RPN1,colon
1184123,TAF3,Metazoa_SRP,colon
1184124,TAF3,POU5F1P6,colon
1184126,TAF3,RAB7A,colon
1184127,TAF3,ACAD9,colon
1184129,TAF3,CNBP,colon
1184130,TAF3,COPG1,colon
1184131,TAF3,PLXND1,colon
1184132,TAF3,TMCC1,colon
1184133,TAF3,ALG1L2,colon
1184134,TAF3,RP11-93K22.13,colon
1184135,TAF3,AC083906.2,colon
1184136,TAF3,FAM86HP,colon
1184137,TAF3,RP11-77P16.4,colon
1184138,TAF3,UBA5,colon
1184139,TAF3,NPHP3,colon
1184140,TAF3,NPHP3-AS1,colon
1184141,TAF3,NPHP3-ACAD11,colon
1184142,TAF3,RYK,colon
1184143,TAF3,RP11-200A1.1,colon
1184144,TAF3,CEP70,colon
1184145,TAF3,FAIM,colon
1184146,TAF3,PIK3CB,colon
1184147,TAF3,RP11-438D8.2,colon
1184148,TAF3,ZBTB38,colon
1184149,TAF3,RNF13,colon
1184150,TAF3,RP11-529G21.2,colon
1184151,TAF3,RAP2B,colon
1184152,TAF3,SLC33A1,colon
1184153,TAF3,GMPS,colon
1184154,TAF3,PA2G4P4,colon
1184155,TAF3,LINC00886,colon
1184156,TAF3,LEKR1,colon
1184157,TAF3,LINC00881,colon
1184158,TAF3,IQCJ-SCHIP1,colon
1184159,TAF3,IQCJ-SCHIP1-AS1,colon
1184160,TAF3,RPL22L1,colon
1184161,TAF3,EIF5A2,colon
1184162,TAF3,FNDC3B,colon
1184163,TAF3,FXR1,colon
1184164,TAF3,MCCC1,colon
1184165,TAF3,RP11-778D9.13,colon
1184166,TAF3,EIF2B5,colon
1184167,TAF3,RP11-778D9.12,colon
1184169,TAF3,DVL3,colon
1184170,TAF3,AP2M1,colon
1184171,TAF3,ABCF3,colon
1184172,TAF3,EIF4A2,colon
1184173,TAF3,RP11-573D15.9,colon
1184174,TAF3,SNORD2,colon
1184175,TAF3,SNORA63,colon
1184176,TAF3,SNORA81,colon
1184177,TAF3,SNORA63,colon
1184178,TAF3,SNORA4,colon
1184179,TAF3,RFC4,colon
1184180,TAF3,RP11-573D15.3,colon
1184181,TAF3,RP11-573D15.2,colon
1184182,TAF3,RP11-573D15.1,colon
1184183,TAF3,BCL6,colon
1184184,TAF3,RP11-211G3.2,colon
1184185,TAF3,RP11-699L21.1,colon
1184186,TAF3,RP11-135A1.2,colon
1184187,TAF3,HES1,colon
1184188,TAF3,RN7SL215P,colon
1184189,TAF3,RP11-513G11.2,colon
1184190,TAF3,LINC00887,colon
1184191,TAF3,XXYLT1,colon
1184192,TAF3,ACAP2,colon
1184193,TAF3,RNF168,colon
1184194,TAF3,AC092933.4,colon
1184195,TAF3,WDR53,colon
1184196,TAF3,FBXO45,colon
1184197,TAF3,LINC01063,colon
1184198,TAF3,NRROS,colon
1184199,TAF3,PIGX,colon
1184201,TAF3,MFI2-AS1,colon
1184202,TAF3,MFI2,colon
1184203,TAF3,DLG1,colon
1184204,TAF3,AC128709.4,colon
1184205,TAF3,AC128709.3,colon
1184206,TAF3,AC128709.2,colon
1184207,TAF3,KIAA0226,colon
1184208,TAF3,FYTTD1,colon
1184726,TAL1,INAFM1,colon
1184740,TAL1,AC017116.11,colon
1184747,TAL1,RP11-42O4.2,colon
1184764,TAL1,C2CD2L,colon
1184765,TAL1,HINFP,colon
1184768,TAL1,POLD2,colon
1184771,TAL1,PARP6,colon
1184773,TAL1,AC068831.15,colon
1184776,TAL1,RNU6-942P,colon
1184782,TAL1,AC068946.1,colon
1184783,TAL1,ANKZF1,colon
1184787,TAL1,GPR35,colon
1184790,TAL1,RP5-1013A22.5,colon
1184795,TAL1,SGTA,colon
1184796,TAL1,THOP1,colon
1184797,TAL1,CTD-2278I10.4,colon
1184799,TAL1,DDA1,colon
1184800,TAL1,ANO8,colon
1184801,TAL1,GTPBP3,colon
1184804,TAL1,Metazoa_SRP,colon
1195552,TBX3,RP11-151H2.1,colon
1195553,TBX3,PPCDC,colon
1195554,TBX3,VCP,colon
1220634,TCF4,RARG,colon
1220641,TCF4,KIAA0101,colon
1220642,TCF4,TRIP4,colon
1220648,TCF4,RP11-96D1.11,colon
1220649,TCF4,ESRP2,colon
1220650,TCF4,MIR6773,colon
1220653,TCF4,RP11-96D1.7,colon
1220654,TCF4,SLC7A6,colon
1220655,TCF4,GSE1,colon
1220658,TCF4,RPL32P9,colon
1220660,TCF4,RNA5SP151,colon
1220661,TCF4,EIF2B5-AS1,colon
1220662,TCF4,EPHB3,colon
1220664,TCF4,LUCAT1,colon
1220665,TCF4,RP11-213H15.4,colon
1220668,TCF4,SKP1,colon
1220671,TCF4,PCDH1,colon
1220674,TCF4,TRIM16,colon
1220675,TCF4,RP11-640I15.1,colon
1220676,TCF4,RP11-385D13.1,colon
1220677,TCF4,ERBB2,colon
1220678,TCF4,THRA,colon
1220679,TCF4,JUP,colon
1220682,TCF4,VMP1,colon
1220684,TCF4,PRPSAP1,colon
1220687,TCF4,VANGL1,colon
1220688,TCF4,SELENBP1,colon
1220689,TCF4,S100A10,colon
1220690,TCF4,NBPF18P,colon
1220694,TCF4,hsa-mir-4259,colon
1220695,TCF4,CFAP45,colon
1220696,TCF4,IGSF9,colon
1220698,TCF4,TSTD1,colon
1220699,TCF4,RP11-544M22.13,colon
1220701,TCF4,RP11-544M22.8,colon
1220702,TCF4,PVRL4,colon
1220704,TCF4,RP4-781K5.2,colon
1220705,TCF4,IRF2BP2,colon
1220707,TCF4,GSTP1,colon
1220708,TCF4,STARD10,colon
1220709,TCF4,UPK2,colon
1220711,TCF4,TJP2,colon
1220712,TCF4,RP11-409K20.7,colon
1220713,TCF4,SERPINB1,colon
1220715,TCF4,HCP5,colon
1220716,TCF4,LY6G6F,colon
1220717,TCF4,XXbac-BPG32J3.19,colon
1220722,TCF4,HIVEP2,colon
1220727,TCF4,PTK6,colon
1220730,TCF4,CAPZA2,colon
1220740,TCF4,RP11-347I19.8,colon
1220742,TCF4,EFHB,colon
1220743,TCF4,RAB5A,colon
1220747,TCF4,RABEPK,colon
1220751,TCF4,UBALD2,colon
1220753,TCF4,RP11-1055B8.2,colon
1220759,TCF4,CTSZ,colon
1220760,TCF4,PPDPF,colon
1220761,TCF4,RP4-697K14.15,colon
1220765,TCF4,RP11-400N9.1,colon
1220766,TCF4,DGKD,colon
1220767,TCF4,IFRD1,colon
1220768,TCF4,CRACR2B,colon
1220770,TCF4,DUSP10,colon
1220771,TCF4,FOXO1,colon
1220772,TCF4,ELF1,colon
1220774,TCF4,C4orf36,colon
1220775,TCF4,AFF1,colon
1221003,TCF7L2,RP11-981P6.1,colon
1221005,TCF7L2,VSIG10,colon
1221013,TCF7L2,PPM1B,colon
1221014,TCF7L2,RP11-559M23.1,colon
1221023,TCF7L2,SAG,colon
1221032,TCF7L2,CTC-265F19.3,colon
1221033,TCF7L2,CTC-265F19.1,colon
1221034,TCF7L2,CERS4,colon
1221036,TCF7L2,NDUFA7,colon
1221037,TCF7L2,RPS28,colon
1221038,TCF7L2,NDUFA7,colon
1221039,TCF7L2,AC010323.1,colon
1221040,TCF7L2,CTD-2550O8.7,colon
1221044,TCF7L2,RN7SL619P,colon
1221052,TCF7L2,C19orf57,colon
1221057,TCF7L2,ANO8,colon
1221058,TCF7L2,GTPBP3,colon
1221064,TCF7L2,MIR4749,colon
1221065,TCF7L2,AC018766.6,colon
1221072,TCF7L2,MBOAT7,colon
1221084,TCF7L2,RP11-215P8.4,colon
1221086,TCF7L2,AC005355.2,colon
1221126,TCF7L2,RP11-749I16.3,colon
1221129,TCF7L2,ZNF385C,colon
1221131,TCF7L2,CTD-2132N18.2,colon
1221135,TCF7L2,HSD17B1P1,colon
1221136,TCF7L2,HSD17B1,colon
1221146,TCF7L2,PPP1R9B,colon
1221149,TCF7L2,RP11-893F2.14,colon
1221152,TCF7L2,RP11-60A24.3,colon
1221155,TCF7L2,BZRAP1,colon
1221191,TCF7L2,COPS6,colon
1221192,TCF7L2,MCM7,colon
1221193,TCF7L2,AP4M1,colon
1221200,TCF7L2,GAL3ST4,colon
1221231,TCF7L2,NCRNA00250,colon
1221237,TCF7L2,RPL9P31,colon
1221241,TCF7L2,RP11-169K16.6,colon
1221246,TCF7L2,RP5-1125N11.1,colon
1221250,TCF7L2,MANEAL,colon
1221251,TCF7L2,RP11-109P14.9,colon
1221259,TCF7L2,CELSR2,colon
1221262,TCF7L2,SETDB1,colon
1221263,TCF7L2,PYGO2,colon
1221264,TCF7L2,RP11-307C12.12,colon
1221272,TCF7L2,DCST1,colon
1221273,TCF7L2,RP11-307C12.11,colon
1221276,TCF7L2,NES,colon
1221297,TCF7L2,NDRG2,colon
1221319,TCF7L2,IFRD2,colon
1221335,TCF7L2,RP11-513G11.3,colon
1221336,TCF7L2,RP11-513G11.4,colon
1221344,TCF7L2,C22orf31,colon
1221348,TCF7L2,GCAT,colon
1221358,TCF7L2,SEC23B,colon
1221377,TCF7L2,SNRPGP19,colon
1221397,TCF7L2,PATL2,colon
1221398,TCF7L2,B2M,colon
1221406,TCF7L2,RNU7-195P,colon
